Group Name,Curve Type,Reference,Curve Name
EUR-DSCONOIS-E3BS-E6IRS,Discount,EUR,EUR-DSCON-OIS
EUR-DSCONOIS-E3BS-E6IRS,Forward,EUR-EONIA,EUR-DSCON-OIS
EUR-DSCONOIS-E3BS-E6IRS,Forward,EUR-EURIBOR-3M,EUR-EURIBOR3M-BS
EUR-DSCONOIS-E3BS-E6IRS,Forward,EUR-EURIBOR-6M,EUR-EURIBOR6M-IRS
